,z,y,x,price,table,depth,carat,-
7346,4.1,6.68,6.65,4212.0,55.0,61.5,1.09,7347.0
7347,4.05,6.56,6.61,4212.0,59.0,61.5,1.11,7348.0
7348,3.66,5.88,5.86,4213.0,60.0,62.4,0.79,7349.0
7349,3.93,6.35,6.3,4213.0,57.0,62.1,0.96,7350.0
7350,3.89,6.45,6.56,4213.0,65.0,59.8,1.0,7351.0
7351,3.81,6.52,6.6,4213.0,63.0,58.1,1.0,7352.0
7352,3.83,6.34,6.3,4214.0,59.0,60.6,0.93,7353.0
7353,3.9,6.26,6.2,4214.0,57.0,62.6,0.93,7354.0
7354,4.12,6.67,6.77,4214.0,59.0,61.3,1.13,7355.0
7355,4.09,6.73,6.76,4215.0,55.0,60.6,1.12,7356.0
7356,4.18,6.61,6.66,4215.0,61.0,63.0,1.12,7357.0
7357,3.28,5.28,5.24,4216.0,56.0,62.4,0.56,7358.0
7358,4.09,6.63,6.59,4217.0,55.0,61.9,1.1,7359.0
7359,4.02,6.32,6.26,4218.0,58.0,63.9,1.0,7360.0
7360,4.01,6.41,6.31,4218.0,56.0,63.1,1.0,7361.0
7361,3.87,6.32,6.27,4218.0,63.0,61.5,1.0,7362.0
7362,3.8,6.61,6.55,4218.0,58.0,57.8,1.0,7363.0
7363,4.02,6.35,6.32,4218.0,59.0,63.5,1.0,7364.0
7364,3.85,6.58,6.56,4218.0,63.0,58.6,1.0,7365.0
7365,4.0,6.58,6.51,4218.0,59.0,61.1,1.03,7366.0
7366,3.84,6.45,6.38,4218.0,59.0,59.8,0.96,7367.0
7367,3.86,6.26,6.3,4218.0,57.0,61.5,0.93,7368.0
7368,3.67,6.22,6.17,4220.0,60.0,59.2,0.9,7369.0
7369,4.02,6.43,6.3,4221.0,58.0,63.2,1.01,7370.0
7370,4.04,6.39,6.37,4221.0,57.0,63.3,1.01,7371.0
7371,4.03,6.51,6.46,4221.0,55.0,62.1,1.03,7372.0
7372,3.53,5.77,5.69,4222.0,56.0,61.6,0.71,7373.0
7373,4.14,6.65,6.71,4222.0,57.0,62.1,1.12,7374.0
7374,4.33,6.5,6.56,4222.0,57.0,66.3,1.16,7375.0
7375,4.19,6.67,6.73,4222.0,58.0,62.5,1.16,7376.0
7376,3.65,5.87,5.84,4223.0,57.0,62.3,0.76,7377.0
7377,3.56,5.89,5.85,4223.0,60.0,60.6,0.76,7378.0
7378,3.96,6.31,6.28,4223.0,57.0,62.9,0.97,7379.0
7379,3.87,6.03,6.08,4223.0,57.0,63.9,0.9,7380.0
7380,2.73,4.5,4.45,579.0,59.0,61.0,0.33,7381.0
7381,2.75,4.52,4.46,579.0,55.0,61.2,0.33,7382.0
7382,2.79,4.47,4.45,579.0,57.0,62.6,0.33,7383.0
7383,2.68,4.53,4.49,579.0,61.0,59.4,0.33,7384.0
7384,2.77,4.42,4.38,579.0,54.0,63.0,0.33,7385.0
7385,2.75,4.44,4.41,579.0,56.0,62.1,0.33,7386.0
7386,2.7,4.53,4.52,579.0,59.0,59.7,0.33,7387.0
7387,2.77,4.47,4.44,579.0,56.0,62.2,0.33,7388.0
7388,2.75,4.45,4.41,579.0,56.0,62.1,0.33,7389.0
7389,2.68,4.47,4.44,579.0,62.0,60.2,0.33,7390.0
7390,2.73,4.43,4.38,579.0,60.0,62.0,0.33,7391.0
7391,2.76,4.47,4.44,579.0,57.0,62.0,0.33,7392.0
7392,2.75,4.43,4.4,579.0,57.0,62.3,0.33,7393.0
7393,2.72,4.46,4.39,579.0,58.0,61.5,0.33,7394.0
7394,2.68,4.53,4.48,579.0,59.0,59.5,0.33,7395.0
7395,2.73,4.5,4.46,579.0,58.0,60.9,0.33,7396.0
7396,2.75,4.4,4.35,579.0,59.0,62.9,0.33,7397.0
7397,2.77,4.47,4.42,579.0,55.0,62.3,0.33,7398.0
7398,2.74,4.49,4.44,579.0,57.0,61.4,0.33,7399.0
7399,2.76,4.47,4.41,579.0,59.0,62.2,0.33,7400.0
7400,2.72,4.54,4.5,579.0,57.0,60.2,0.33,7401.0
7401,2.76,4.48,4.44,579.0,56.0,61.9,0.33,7402.0
7402,2.77,4.42,4.4,579.0,54.0,62.8,0.33,7403.0
7403,2.74,4.4,4.36,579.0,58.0,62.6,0.33,7404.0
7404,2.75,4.41,4.38,579.0,56.0,62.6,0.33,7405.0
7405,2.8,4.43,4.41,579.0,56.0,63.3,0.33,7406.0
7406,2.73,4.45,4.43,579.0,58.0,61.5,0.33,7407.0
7407,2.72,4.47,4.43,579.0,58.0,61.1,0.33,7408.0
7408,2.69,4.49,4.47,579.0,58.0,60.0,0.33,7409.0
7409,2.68,4.44,4.41,579.0,60.0,60.6,0.33,7410.0
7410,4.03,6.46,6.53,4223.0,56.0,62.0,1.05,7411.0
7411,3.97,6.63,6.6,4224.0,59.0,60.0,1.06,7412.0
7412,3.9,6.12,6.18,4224.0,56.0,63.4,0.91,7413.0
7413,4.09,6.49,6.54,4224.0,57.0,62.8,1.07,7414.0
7414,3.96,6.53,6.56,4225.0,60.0,60.5,1.02,7415.0
7415,4.09,6.61,6.58,4226.0,59.0,62.0,1.1,7416.0
7416,3.75,6.52,6.68,4226.0,64.0,56.8,0.98,7417.0
7417,4.02,6.38,6.45,4227.0,59.0,62.7,1.02,7418.0
7418,4.05,6.51,6.59,4227.0,50.0,61.8,1.02,7419.0
7419,4.13,6.64,6.67,4227.0,57.0,62.0,1.11,7420.0
7420,3.98,6.3,6.35,4227.0,60.0,62.9,1.0,7421.0
7421,4.03,6.41,6.44,4227.0,58.0,62.7,1.02,7422.0
7422,3.57,5.71,5.66,4228.0,59.0,62.8,0.71,7423.0
7423,3.84,6.32,6.26,4228.0,62.0,61.0,0.92,7424.0
7424,3.89,6.2,6.17,4228.0,58.0,62.9,0.92,7425.0
7425,3.8,6.12,6.2,4228.0,62.0,61.7,0.92,7426.0
7426,3.99,6.33,6.26,4228.0,56.0,63.3,1.01,7427.0
7427,3.74,6.18,6.16,4228.0,56.0,60.6,0.86,7428.0
7428,3.56,5.78,5.71,4228.0,57.0,62.0,0.72,7429.0
7429,3.86,6.12,6.17,4228.0,57.0,62.8,0.91,7430.0
7430,3.97,6.38,6.3,4229.0,60.0,62.6,1.02,7431.0
7431,3.61,5.9,5.87,4229.0,57.0,61.3,0.76,7432.0
7432,3.69,6.21,6.14,4229.0,64.0,59.8,0.9,7433.0
7433,3.86,6.23,6.34,4229.0,57.0,61.4,0.93,7434.0
7434,3.72,5.88,5.95,4229.0,59.0,62.9,0.8,7435.0
7435,3.9,6.04,6.08,4229.0,53.0,64.4,0.9,7436.0
7436,3.84,6.11,6.13,4229.0,54.0,62.7,0.9,7437.0
7437,3.9,6.19,6.24,4229.0,56.0,62.8,0.93,7438.0
7438,4.19,6.79,6.82,4229.0,56.0,61.6,1.18,7439.0
7439,4.03,6.58,6.63,4230.0,64.0,61.0,1.09,7440.0
7440,3.89,6.23,6.27,4230.0,59.0,62.2,0.94,7441.0
7441,3.55,5.72,5.68,4231.0,55.0,62.3,0.71,7442.0
7442,3.85,6.13,6.09,4232.0,60.0,63.0,0.9,7443.0
7443,3.89,6.1,6.02,4232.0,56.0,64.2,0.9,7444.0
7444,3.76,6.29,6.26,4232.0,59.0,59.9,0.9,7445.0
7445,3.8,6.28,6.25,4232.0,59.0,60.7,0.92,7446.0
7446,3.87,6.18,6.14,4232.0,56.0,62.8,0.92,7447.0
7447,3.91,6.68,6.64,4232.0,64.0,58.7,1.07,7448.0
7448,4.25,6.71,6.77,4232.0,56.0,63.1,1.2,7449.0
7449,3.99,6.3,6.36,4233.0,57.0,63.0,1.02,7450.0
7450,4.18,6.64,6.68,4233.0,58.0,62.8,1.14,7451.0
7451,4.24,6.6,6.69,4233.0,60.0,63.7,1.14,7452.0
7452,3.82,6.07,6.12,4234.0,60.0,62.7,0.9,7453.0
7453,3.88,6.04,6.07,4234.0,57.0,64.1,0.9,7454.0
7454,3.64,6.03,6.0,4234.0,55.0,60.5,0.78,7455.0
7455,3.97,6.24,6.34,4234.0,60.0,63.0,1.0,7456.0
7456,4.01,6.29,6.25,4234.0,56.0,64.0,1.01,7457.0
7457,3.77,6.56,6.53,4234.0,59.0,57.6,0.96,7458.0
7458,3.85,6.15,6.19,4234.0,58.0,62.4,0.9,7459.0
7459,3.88,6.1,6.13,4234.0,59.0,63.5,0.9,7460.0
7460,4.07,6.44,6.48,4234.0,59.0,63.0,1.05,7461.0
7461,3.83,6.06,6.12,4234.0,58.0,62.9,0.9,7462.0
7462,3.8,6.09,6.14,4234.0,59.0,62.1,0.9,7463.0
7463,3.87,6.06,6.11,4234.0,59.0,63.6,0.9,7464.0
7464,3.71,6.3,6.34,4234.0,59.0,58.7,0.9,7465.0
7465,3.85,6.19,6.22,4234.0,56.0,62.0,0.9,7466.0
7466,3.79,6.28,6.32,4234.0,58.0,60.2,0.9,7467.0
7467,3.9,6.38,6.44,4234.0,59.0,60.8,1.0,7468.0
7468,4.11,6.95,6.99,4234.0,60.0,59.0,1.2,7469.0
7469,3.95,6.22,6.29,4234.0,59.0,63.1,1.0,7470.0
7470,3.88,6.23,6.29,4234.0,60.0,62.1,1.0,7471.0
7471,3.47,5.84,5.88,4234.0,59.0,59.2,0.71,7472.0
7472,4.15,6.78,6.81,4234.0,59.0,61.1,1.2,7473.0
7473,4.24,6.64,6.74,4234.0,57.0,63.0,1.2,7474.0
7474,3.91,6.41,6.45,4234.0,59.0,60.8,1.0,7475.0
7475,4.05,6.73,6.69,4235.0,61.0,60.4,1.1,7476.0
7476,4.06,6.57,6.53,4235.0,56.0,62.0,1.07,7477.0
7477,3.97,6.71,6.76,4235.0,59.0,58.9,1.07,7478.0
7478,3.99,6.6,6.55,4237.0,61.0,60.7,1.07,7479.0
7479,3.99,6.38,6.33,4237.0,56.0,62.8,1.0,7480.0
7480,3.91,6.48,6.52,4238.0,61.0,60.2,1.02,7481.0
7481,3.83,6.18,6.22,4238.0,60.0,61.8,0.91,7482.0
7482,4.02,6.55,6.61,4238.0,62.0,61.1,1.06,7483.0
7483,3.93,6.49,6.53,4238.0,60.0,60.4,1.02,7484.0
7484,3.99,6.41,6.44,4238.0,56.0,62.1,1.02,7485.0
7485,4.04,6.38,6.44,4238.0,58.0,63.0,1.02,7486.0
7486,4.09,6.37,6.46,4238.0,53.0,63.8,1.02,7487.0
7487,3.95,6.33,6.42,4238.0,59.0,62.0,1.02,7488.0
7488,4.08,6.51,6.55,4238.0,55.0,62.5,1.06,7489.0
7489,3.94,6.56,6.59,4238.0,59.0,59.9,1.02,7490.0
7490,3.9,6.5,6.53,4238.0,62.0,59.9,1.02,7491.0
7491,3.96,6.37,6.3,4239.0,59.0,62.5,1.01,7492.0
7492,3.95,6.55,6.49,4239.0,57.0,60.6,1.01,7493.0
7493,4.02,6.45,6.4,4239.0,54.0,62.6,1.01,7494.0
7494,3.98,6.51,6.46,4239.0,56.0,61.4,1.01,7495.0
7495,3.82,6.25,6.18,4239.0,59.0,61.5,0.91,7496.0
7496,3.8,6.2,6.15,4239.0,62.0,61.5,0.9,7497.0
7497,3.99,6.47,6.52,4240.0,57.0,61.4,1.04,7498.0
7498,3.51,5.71,5.68,4240.0,57.0,61.7,0.7,7499.0
7499,3.67,5.93,5.9,4240.0,56.0,62.0,0.79,7500.0
7500,3.86,6.23,6.2,4240.0,57.0,62.1,0.91,7501.0
7501,4.04,6.55,6.57,4240.0,59.0,61.6,1.04,7502.0
7502,3.99,6.52,6.57,4240.0,60.0,61.0,1.04,7503.0
7503,4.03,6.6,6.55,4241.0,58.0,61.3,1.05,7504.0
7504,4.0,6.72,6.66,4241.0,57.0,59.8,1.08,7505.0
7505,4.05,6.5,6.45,4241.0,60.0,62.5,1.05,7506.0
7506,4.12,6.54,6.5,4241.0,57.0,63.2,1.08,7507.0
7507,3.93,6.53,6.5,4241.0,59.0,60.3,1.02,7508.0
7508,4.11,6.52,6.49,4241.0,54.0,63.2,1.05,7509.0
7509,4.02,6.56,6.49,4241.0,60.0,61.6,1.05,7510.0
7510,3.8,6.26,6.24,4241.0,56.0,60.8,0.9,7511.0
7511,3.38,5.46,5.43,4241.0,56.0,62.1,0.61,7512.0
7512,3.92,6.49,6.54,4241.0,59.0,60.2,1.01,7513.0
7513,3.83,6.18,6.21,4241.0,63.0,61.8,0.9,7514.0
7514,3.75,6.26,6.34,4241.0,58.0,59.5,0.91,7515.0
7515,3.86,6.39,6.35,4242.0,61.0,60.6,1.01,7516.0
7516,3.92,6.52,6.49,4242.0,64.0,60.3,1.01,7517.0
7517,3.95,6.33,6.27,4242.0,59.0,62.7,1.01,7518.0
7518,4.0,6.34,6.37,4242.0,58.0,62.9,1.01,7519.0
7519,3.96,6.37,6.44,4242.0,59.0,61.8,1.01,7520.0
7520,3.97,6.4,6.43,4242.0,60.0,61.9,1.01,7521.0
7521,3.97,6.46,6.54,4242.0,59.0,61.1,1.01,7522.0
7522,3.99,6.37,6.42,4242.0,56.0,62.4,1.01,7523.0
7523,3.89,6.48,6.51,4242.0,59.0,59.9,1.01,7524.0
7524,3.86,6.51,6.55,4242.0,59.0,59.1,1.01,7525.0
7525,3.88,6.57,6.62,4242.0,58.0,58.8,1.01,7526.0
7526,3.95,6.39,6.44,4242.0,59.0,61.6,1.01,7527.0
7527,3.92,6.34,6.4,4242.0,60.0,61.5,1.01,7528.0
7528,3.97,6.38,6.42,4242.0,57.0,62.0,1.01,7529.0
7529,3.9,6.48,6.55,4242.0,59.0,59.9,1.01,7530.0
7530,4.03,6.28,6.38,4242.0,59.0,63.7,1.01,7531.0
7531,3.7,6.1,6.15,4243.0,62.0,60.4,0.84,7532.0
7532,3.92,6.44,6.34,4243.0,59.0,61.2,1.01,7533.0
7533,3.63,5.87,5.84,4243.0,56.0,62.0,0.76,7534.0
7534,3.96,6.57,6.53,4243.0,56.0,60.5,1.02,7535.0
7535,3.93,6.23,6.17,4243.0,57.0,63.4,0.92,7536.0
7536,3.57,5.71,5.67,4244.0,54.0,62.7,0.7,7537.0
7537,4.05,6.48,6.41,4244.0,55.0,62.8,1.04,7538.0
7538,3.96,6.71,6.67,4244.0,63.0,59.2,1.09,7539.0
7539,4.04,6.37,6.35,4244.0,57.0,63.5,1.01,7540.0
7540,4.01,6.41,6.36,4244.0,57.0,62.8,1.01,7541.0
7541,4.15,6.48,6.53,4244.0,56.0,63.8,1.1,7542.0
7542,4.01,6.3,6.36,4244.0,58.0,63.3,1.01,7543.0
7543,3.84,6.62,6.7,4246.0,64.0,57.7,1.02,7544.0
7544,3.51,5.71,5.86,4246.0,56.0,61.6,0.7,7545.0
7545,3.78,6.24,6.27,4246.0,59.0,60.4,0.9,7546.0
7546,3.89,6.17,6.11,4247.0,57.0,63.4,0.92,7547.0
7547,3.95,6.23,6.27,4247.0,57.0,63.2,0.96,7548.0
7548,4.0,6.47,6.43,4248.0,58.0,62.0,1.03,7549.0
7549,3.98,6.39,6.34,4249.0,60.0,62.5,1.01,7550.0
7550,3.94,6.48,6.43,4249.0,58.0,61.0,1.01,7551.0
7551,3.96,6.41,6.37,4249.0,58.0,62.0,1.01,7552.0
7552,3.9,6.24,6.22,4249.0,55.0,62.6,0.92,7553.0
7553,4.26,6.78,6.81,4249.0,56.0,62.7,1.21,7554.0
7554,4.25,6.74,6.78,4249.0,57.0,62.9,1.21,7555.0
7555,3.99,6.27,6.32,4249.0,55.0,63.4,1.01,7556.0
7556,4.18,6.72,6.65,4250.0,58.0,62.5,1.15,7557.0
7557,4.16,6.78,6.7,4250.0,60.0,61.7,1.15,7558.0
7558,4.04,6.37,6.3,4250.0,62.0,63.8,1.03,7559.0
7559,4.12,6.58,6.63,4250.0,58.0,62.4,1.12,7560.0
7560,4.11,6.63,6.65,4250.0,56.0,61.9,1.1,7561.0
7561,3.84,6.32,6.37,4250.0,57.0,60.5,0.93,7562.0
7562,4.2,6.68,6.73,4250.0,61.0,62.6,1.2,7563.0
7563,3.8,6.09,6.15,4252.0,59.0,62.1,0.9,7564.0
7564,3.87,6.67,6.62,4252.0,59.0,58.2,1.04,7565.0
7565,4.06,6.43,6.37,4252.0,54.0,63.4,1.02,7566.0
7566,3.56,5.75,5.73,4252.0,56.0,62.0,0.72,7567.0
7567,3.85,5.99,6.07,4252.0,61.0,63.8,0.9,7568.0
7568,4.01,6.39,6.45,4252.0,62.0,62.5,1.04,7569.0
7569,3.58,5.73,5.79,4252.0,56.0,62.2,0.73,7570.0
7570,3.77,6.38,6.33,4253.0,58.0,59.3,0.91,7571.0
7571,3.84,6.39,6.27,4253.0,58.0,60.7,0.92,7572.0
7572,4.04,6.5,6.47,4253.0,56.0,62.3,1.05,7573.0
7573,3.71,6.22,6.18,4253.0,61.0,59.8,0.9,7574.0
7574,3.84,6.09,6.04,4253.0,57.0,63.3,0.9,7575.0
7575,3.9,6.21,6.17,4254.0,57.0,63.0,0.92,7576.0
7576,3.79,6.34,6.3,4255.0,56.0,60.0,0.9,7577.0
7577,4.02,6.42,6.36,4255.0,56.0,62.9,1.0,7578.0
7578,3.86,6.46,6.42,4255.0,61.0,59.9,1.0,7579.0
7579,4.08,6.52,6.47,4255.0,56.0,62.8,1.06,7580.0
7580,3.93,6.41,6.38,4255.0,58.0,61.5,1.0,7581.0
7581,3.9,6.37,6.3,4255.0,62.0,61.6,1.0,7582.0
7582,4.32,6.74,6.78,4255.0,58.0,63.9,1.26,7583.0
7583,3.99,6.47,6.52,4255.0,56.0,61.4,1.02,7584.0
7584,3.8,6.39,6.32,4256.0,58.0,59.8,0.93,7585.0
7585,4.16,6.62,6.68,4256.0,60.0,62.6,1.13,7586.0
7586,4.05,6.12,6.3,4256.0,56.0,65.2,1.0,7587.0
7587,3.83,6.15,6.18,4256.0,58.0,62.1,0.91,7588.0
7588,4.04,6.31,6.36,4256.0,60.0,63.8,1.01,7589.0
7589,3.86,6.03,6.09,4256.0,64.0,63.7,0.91,7590.0
7590,3.94,6.04,6.09,4256.0,62.0,65.0,0.91,7591.0
7591,4.1,6.23,6.33,4256.0,57.0,65.3,1.01,7592.0
7592,3.98,6.34,6.38,4256.0,56.0,62.6,1.0,7593.0
7593,4.1,6.14,6.21,4256.0,57.0,66.4,1.0,7594.0
7594,3.96,6.38,6.43,4256.0,59.0,61.8,1.0,7595.0
7595,3.89,6.14,6.1,4257.0,58.0,63.6,0.91,7596.0
7596,3.87,6.24,6.18,4257.0,57.0,62.3,0.91,7597.0
7597,3.89,6.68,6.63,4257.0,61.0,58.5,1.04,7598.0
7598,3.91,6.67,6.63,4257.0,61.0,58.8,1.06,7599.0
7599,3.96,6.38,6.43,4257.0,56.0,61.8,1.01,7600.0
7600,3.89,6.14,6.1,4258.0,58.0,63.6,0.9,7601.0
7601,3.9,6.14,6.11,4258.0,57.0,63.7,0.92,7602.0
7602,3.9,6.18,6.16,4258.0,58.0,63.2,0.92,7603.0
7603,3.85,6.29,6.25,4258.0,54.6,61.4,0.92,7604.0
7604,3.81,6.27,6.25,4258.0,59.0,60.9,0.92,7605.0
7605,3.59,5.81,5.78,4258.0,55.0,61.9,0.73,7606.0
7606,3.93,6.43,6.35,4258.0,61.0,61.5,1.0,7607.0
7607,3.68,6.12,6.07,4259.0,55.0,60.4,0.84,7608.0
7608,4.13,6.67,6.64,4259.0,56.0,62.1,1.11,7609.0
7609,4.22,6.71,6.8,4259.0,57.0,62.5,1.17,7610.0
7610,3.75,6.12,6.22,4259.0,61.0,60.8,0.9,7611.0
7611,3.88,6.16,6.21,4259.0,59.0,62.2,0.9,7612.0
7612,3.83,6.14,6.2,4259.0,59.0,62.1,0.9,7613.0
7613,3.94,6.5,6.45,4260.0,61.0,60.8,1.01,7614.0
7614,3.88,6.58,6.52,4260.0,59.0,59.2,1.01,7615.0
7615,3.91,6.57,6.51,4260.0,57.0,59.8,1.01,7616.0
7616,3.81,6.66,6.56,4260.0,62.0,57.6,1.01,7617.0
7617,3.93,6.42,6.36,4260.0,56.0,61.5,1.01,7618.0
7618,3.87,6.59,6.55,4260.0,56.0,58.9,1.01,7619.0
7619,3.98,6.47,6.42,4260.0,57.0,61.8,1.01,7620.0
7620,4.04,6.43,6.37,4260.0,54.0,63.1,1.01,7621.0
7621,3.94,6.45,6.42,4260.0,57.0,61.2,1.0,7622.0
7622,3.98,6.43,6.47,4260.0,56.0,61.7,1.01,7623.0
7623,3.87,6.21,6.17,4260.0,55.0,62.5,0.9,7624.0
7624,3.96,6.5,6.43,4262.0,57.0,61.3,1.01,7625.0
7625,3.93,6.44,6.35,4262.0,62.0,61.5,1.01,7626.0
7626,3.67,5.97,5.95,4263.0,57.0,61.6,0.8,7627.0
7627,4.02,6.22,6.17,4263.0,58.0,64.9,1.01,7628.0
7628,4.08,6.55,6.61,4264.0,57.0,62.0,1.09,7629.0
7629,3.89,6.18,6.26,4264.0,58.0,62.5,0.94,7630.0
7630,3.84,6.38,6.35,4265.0,57.0,60.3,0.96,7631.0
7631,3.99,6.02,6.09,4265.0,62.0,65.9,1.0,7632.0
7632,3.92,6.12,6.02,4265.0,58.0,64.6,0.91,7633.0
7633,4.12,6.56,6.6,4265.0,59.0,62.6,1.11,7634.0
7634,3.97,6.2,6.27,4265.0,61.0,63.7,1.0,7635.0
7635,3.9,6.2,6.25,4265.0,54.0,62.7,0.93,7636.0
7636,3.8,6.19,6.13,4266.0,59.0,61.7,0.9,7637.0
7637,3.98,6.61,6.56,4267.0,59.0,60.4,1.06,7638.0
7638,4.01,6.6,6.63,4267.0,59.0,60.6,1.06,7639.0
7639,3.85,6.19,6.16,4267.0,56.0,62.3,0.91,7640.0
7640,3.91,6.11,6.07,4268.0,59.0,64.2,0.9,7641.0
7641,3.7,5.93,5.89,4268.0,58.0,62.6,0.8,7642.0
7642,4.02,6.48,6.43,4268.0,57.0,62.3,1.03,7643.0
7643,3.93,6.06,6.03,4268.0,58.0,65.0,0.9,7644.0
7644,3.9,6.07,6.03,4268.0,60.0,64.5,0.9,7645.0
7645,4.25,6.79,6.83,4268.0,58.0,62.4,1.21,7646.0
7646,4.03,6.43,6.51,4268.0,56.0,62.3,1.03,7647.0
7647,3.86,6.39,6.45,4269.0,59.0,60.1,1.01,7648.0
7648,3.81,6.22,6.14,4269.0,59.0,61.7,0.9,7649.0
7649,3.84,6.23,6.17,4269.0,56.0,61.9,0.9,7650.0
7650,3.79,6.21,6.15,4269.0,59.0,61.3,0.9,7651.0
7651,3.78,6.24,6.18,4269.0,59.0,60.9,0.9,7652.0
7652,3.86,6.2,6.14,4269.0,57.0,62.6,0.9,7653.0
7653,3.88,6.12,6.08,4269.0,58.0,63.6,0.9,7654.0
7654,3.97,6.29,6.26,4269.0,58.0,63.3,1.0,7655.0
7655,3.81,6.16,6.19,4269.0,55.0,61.7,0.9,7656.0
7656,4.03,6.44,6.4,4269.0,56.0,62.8,1.01,7657.0
7657,4.1,6.53,6.57,4269.0,59.0,62.6,1.1,7658.0
7658,4.32,6.75,6.81,4269.0,55.0,63.7,1.21,7659.0
7659,4.21,6.71,6.74,4269.0,58.0,62.6,1.21,7660.0
7660,3.88,6.44,6.48,4270.0,60.0,60.1,1.01,7661.0
7661,4.06,6.39,6.42,4270.0,54.0,63.4,1.01,7662.0
7662,3.71,6.03,5.97,4270.0,55.0,61.8,0.81,7663.0
7663,4.07,6.6,6.57,4270.0,57.0,61.8,1.06,7664.0
7664,4.2,6.69,6.71,4270.0,58.0,62.7,1.15,7665.0
7665,4.02,6.31,6.39,4270.0,57.0,63.3,1.01,7666.0
7666,3.92,6.38,6.41,4271.0,60.0,63.5,1.01,7667.0
7667,3.72,6.08,6.06,4271.0,56.0,61.3,0.83,7668.0
7668,4.06,6.76,6.8,4271.0,57.0,59.9,1.13,7669.0
7669,4.09,6.64,6.58,4273.0,59.0,61.9,1.11,7670.0
7670,4.13,6.64,6.6,4273.0,55.0,62.4,1.11,7671.0
7671,3.89,6.55,6.48,4273.0,58.0,59.7,1.0,7672.0
7672,3.82,6.62,6.56,4273.0,58.0,58.0,1.0,7673.0
7673,4.05,6.53,6.59,4273.0,59.0,61.7,1.09,7674.0
7674,3.9,6.9,6.97,4273.0,62.0,56.4,1.09,7675.0
7675,3.99,6.48,6.51,4273.0,55.0,61.4,1.02,7676.0
7676,4.23,6.66,6.7,4274.0,59.0,63.3,1.2,7677.0
7677,3.47,5.87,5.85,4274.0,62.6,59.2,0.74,7678.0
7678,4.0,6.21,6.17,4274.0,56.0,64.6,1.01,7679.0
7679,4.17,6.78,6.83,4274.0,60.0,61.3,1.18,7680.0
7680,3.96,6.36,6.45,4274.0,57.0,61.8,1.0,7681.0
7681,4.03,6.42,6.5,4274.0,58.0,62.4,1.03,7682.0
7682,3.89,6.21,6.27,4274.0,58.0,62.3,0.92,7683.0
7683,4.04,6.4,6.43,4274.0,59.0,63.0,1.03,7684.0
7684,3.81,6.32,6.36,4274.0,61.0,60.0,0.96,7685.0
7685,4.21,6.67,6.73,4274.0,60.0,62.7,1.2,7686.0
7686,3.42,5.65,5.63,4275.0,57.0,60.7,0.65,7687.0
7687,4.13,6.65,6.62,4275.0,55.0,62.2,1.1,7688.0
7688,4.01,6.37,6.42,4276.0,54.0,62.7,1.01,7689.0
7689,3.71,6.38,6.33,4276.0,61.0,58.4,0.9,7690.0
7690,4.13,6.59,6.53,4276.0,58.0,63.0,1.1,7691.0
7691,4.1,6.61,6.59,4276.0,58.0,62.1,1.1,7692.0
7692,4.02,6.67,6.61,4276.0,60.0,60.5,1.08,7693.0
7693,4.17,6.72,6.71,4276.0,55.0,62.1,1.14,7694.0
7694,4.08,6.6,6.54,4276.0,56.0,62.1,1.07,7695.0
7695,4.07,6.31,6.24,4276.0,56.0,64.9,1.0,7696.0
7696,4.06,6.31,6.33,4276.0,58.0,64.2,1.01,7697.0
7697,3.97,6.16,6.21,4276.0,60.0,64.1,1.01,7698.0
7698,4.04,6.1,6.16,4276.0,58.0,65.9,1.01,7699.0
7699,4.05,6.0,6.06,4276.0,60.0,67.2,1.01,7700.0
7700,4.12,6.18,6.32,4276.0,60.0,65.9,1.01,7701.0
7701,3.95,6.31,6.38,4276.0,55.0,62.3,1.01,7702.0
7702,4.13,6.64,6.59,4277.0,58.0,62.4,1.12,7703.0
7703,4.48,6.75,6.82,4277.0,58.0,66.0,1.29,7704.0
7704,3.6,6.29,6.26,4277.0,65.0,57.4,0.9,7705.0
7705,4.07,6.53,6.6,4277.0,57.0,62.0,1.04,7706.0
7706,3.99,6.52,6.58,4277.0,58.0,60.9,1.04,7707.0
7707,4.06,6.43,6.47,4277.0,58.0,62.9,1.04,7708.0
7708,3.87,6.07,6.02,4278.0,58.0,64.0,0.9,7709.0
7709,3.98,6.45,6.41,4278.0,54.0,61.9,1.0,7710.0
7710,2.74,4.43,4.41,579.0,54.0,62.0,0.33,7711.0
7711,2.77,4.45,4.42,579.0,55.0,62.5,0.33,7712.0
7712,2.68,4.55,4.5,579.0,58.0,59.2,0.33,7713.0
7713,2.74,4.49,4.46,579.0,55.0,61.2,0.33,7714.0
7714,2.75,4.46,4.43,579.0,57.0,61.9,0.33,7715.0
7715,2.71,4.43,4.39,580.0,55.0,61.5,0.32,7716.0
7716,2.74,4.49,4.43,580.0,55.0,61.4,0.32,7717.0
7717,2.71,4.45,4.43,580.0,56.0,61.0,0.32,7718.0
7718,2.5,4.18,4.22,580.0,58.0,59.5,0.26,7719.0
7719,2.55,4.08,4.1,580.0,56.0,62.3,0.26,7720.0
7720,2.51,4.11,4.13,580.0,57.0,60.9,0.26,7721.0
7721,2.48,4.1,4.15,580.0,60.0,60.1,0.26,7722.0
7722,2.56,4.11,4.13,580.0,56.0,62.1,0.26,7723.0
7723,2.52,4.15,4.19,580.0,58.0,60.4,0.26,7724.0
7724,2.54,4.09,4.13,580.0,55.0,61.8,0.26,7725.0
